identifier	added	reason
NCBITaxon:1176534	2026-09-12	attested rule: Lysobacter sediminicola, 3 sources incl. NCBI
NCBITaxon:1176538	2026-09-12	attested rule: Neoroseomonas sediminicola, 3 sources incl. NCBI
NCBITaxon:1177732	2026-09-12	attested rule: Varibaculum sp. CCUG 45271, 3 sources incl. NCBI
NCBITaxon:1179782	2026-09-12	attested rule: Gemella parahaemolysans, 3 sources incl. NCBI
NCBITaxon:1179787	2026-09-12	attested rule: Gemella taiwanensis, 3 sources incl. NCBI
NCBITaxon:1185649	2026-09-12	attested rule: Anoxybacillus flavithermus subsp. flavithermus, 3 sources incl. NCBI
NCBITaxon:1191371	2026-09-12	attested rule: Pedobacter rivuli, 3 sources incl. NCBI
NCBITaxon:1195759	2026-09-12	attested rule: Colwellia aquaemaris, 3 sources incl. NCBI
NCBITaxon:1196020	2026-09-12	attested rule: Mucilaginibacter puniceus, 3 sources incl. NCBI
NCBITaxon:1211118	2026-09-12	attested rule: Flavobacterium arsenitoxidans, 3 sources incl. NCBI
NCBITaxon:1211324	2026-09-12	attested rule: Mucilaginibacter carri, 3 sources incl. NCBI
NCBITaxon:1211325	2026-09-12	attested rule: Paenibacillus xanthinilyticus, 3 sources incl. NCBI
NCBITaxon:1211327	2026-09-12	attested rule: Spirosoma metallicum, 3 sources incl. NCBI
NCBITaxon:1212490	2026-09-12	attested rule: Legionella rowbothamii LLAP-6, 3 sources incl. NCBI
NCBITaxon:1215384	2026-09-12	attested rule: Bradyrhizobium sp. 17-4, 3 sources incl. NCBI
NCBITaxon:1215923	2026-09-12	attested rule: Lentilitoribacter donghaensis, 3 sources incl. NCBI
NCBITaxon:1222002	2026-09-12	attested rule: Flavobacterium panaciterrae, 3 sources incl. NCBI
NCBITaxon:1222336	2026-09-12	attested rule: Spongiimonas flava, 3 sources incl. NCBI
NCBITaxon:1223520	2026-09-12	attested rule: Neokomagataea thailandica NBRC 106555, 3 sources incl. NCBI
NCBITaxon:1223530	2026-09-12	attested rule: Wandonia haliotis NBRC 105642, 3 sources incl. NCBI
NCBITaxon:1224307	2026-09-12	attested rule: Rhizobium arsenicireducens, 3 sources incl. NCBI
NCBITaxon:1224632	2026-09-12	attested rule: Salinifilum aidingensis, 3 sources incl. NCBI
NCBITaxon:1225341	2026-09-12	attested rule: Thalassobacillus sp. C254, 3 sources incl. NCBI
NCBITaxon:1226663	2026-09-12	attested rule: Acetobacter pasteurianus NBRC 3188, 3 sources incl. NCBI
NCBITaxon:1226665	2026-09-12	attested rule: Acetobacter pasteurianus NBRC 3299, 3 sources incl. NCBI
NCBITaxon:1226983	2026-09-12	attested rule: Priestia qingshengii, 3 sources incl. NCBI
NCBITaxon:1229157	2026-09-12	attested rule: Tumebacillus soli, 3 sources incl. NCBI
NCBITaxon:1230648	2026-09-12	attested rule: Taeseokella kangwonensis, 3 sources incl. NCBI
NCBITaxon:1231186	2026-09-12	attested rule: Nitratireductor basaltis J3, 3 sources incl. NCBI
NCBITaxon:1231357	2026-09-12	attested rule: Gluconobacter thailandicus F149-1 = NBRC 100600, 3 sources incl. NCBI
NCBITaxon:1231623	2026-09-12	attested rule: Tanticharoenia sakaeratensis NBRC 103193, 3 sources incl. NCBI
NCBITaxon:1232657	2026-09-12	attested rule: Isoptericola salitolerans, 3 sources incl. NCBI
NCBITaxon:1233475	2026-09-12	attested rule: Labrys soli, 3 sources incl. NCBI
NCBITaxon:1234628	2026-09-12	attested rule: Paenibacillus quercus, 3 sources incl. NCBI
NCBITaxon:1234668	2026-09-12	attested rule: Komagataeibacter xylinus NBRC 13693, 3 sources incl. NCBI
NCBITaxon:1234671	2026-09-12	attested rule: Acetobacter papayae JCM 25143, 3 sources incl. NCBI
NCBITaxon:1235816	2026-09-12	attested rule: Bacteroides fragilis JCM 11017, 3 sources incl. NCBI
NCBITaxon:1236269	2026-09-12	attested rule: Nocardiopsis akesuensis, 3 sources incl. NCBI
NCBITaxon:1236311	2026-09-12	attested rule: Streptomyces kalpinensis, 3 sources incl. NCBI
NCBITaxon:1236314	2026-09-12	attested rule: Streptomyces litoralis, 3 sources incl. NCBI
NCBITaxon:1236501	2026-09-12	attested rule: Acetobacter okinawensis JCM 25146, 3 sources incl. NCBI
NCBITaxon:1236521	2026-09-12	attested rule: Porphyromonas macacae JCM 15984, 3 sources incl. NCBI
NCBITaxon:1236524	2026-09-12	attested rule: Escherichia coli JCM 20135, 3 sources incl. NCBI
NCBITaxon:1236526	2026-09-12	attested rule: Porphyromonas gingivicanis JCM 15907, 3 sources incl. NCBI
NCBITaxon:1236540	2026-09-12	attested rule: Prolixibacter bellariivorans JCM 13498, 3 sources incl. NCBI
NCBITaxon:1236542	2026-09-12	attested rule: Shewanella marina JCM 15074, 3 sources incl. NCBI
NCBITaxon:1236958	2026-09-12	attested rule: Sneathiella glossodoripedis JCM 23214, 3 sources incl. NCBI
NCBITaxon:1236969	2026-09-12	attested rule: Methylorubrum rhodinum JCM 2811, 3 sources incl. NCBI
NCBITaxon:1236972	2026-09-12	attested rule: Methylorubrum thiocyanatum JCM 10893, 3 sources incl. NCBI
NCBITaxon:1236974	2026-09-12	attested rule: Paenibacillus sp. JCM 10914, 3 sources incl. NCBI
NCBITaxon:1236979	2026-09-12	attested rule: Marinifilum fragile JCM 15579, 3 sources incl. NCBI
NCBITaxon:1236989	2026-09-12	attested rule: Geofilum rubicundum JCM 15548, 3 sources incl. NCBI
NCBITaxon:1237076	2026-09-12	attested rule: Flavobacterium oryzae, 3 sources incl. NCBI
NCBITaxon:1242147	2026-09-12	attested rule: Anoxybacillus sp. SCSIO 15096, 3 sources incl. NCBI
NCBITaxon:1244894	2026-09-12	attested rule: Sphingomonas fonticola, 3 sources incl. NCBI
NCBITaxon:1244895	2026-09-12	attested rule: Hymenobacter paludis, 3 sources incl. NCBI
NCBITaxon:1245458	2026-09-12	attested rule: Halostagnicola bangensis, 3 sources incl. NCBI
NCBITaxon:1245527	2026-09-12	attested rule: Ureibacillus defluvii, 3 sources incl. NCBI
NCBITaxon:1248146	2026-09-12	attested rule: Thermotunica guangxiensis, 3 sources incl. NCBI
NCBITaxon:1249629	2026-09-12	attested rule: Flavobacterium panacisoli, 3 sources incl. NCBI
NCBITaxon:1255256	2026-09-12	attested rule: Cohnella saccharovorans, 3 sources incl. NCBI
NCBITaxon:1261404	2026-09-12	attested rule: Pedobacter pituitosus, 3 sources incl. NCBI
NCBITaxon:1262636	2026-09-12	attested rule: Methyloparacoccus murrellii, 3 sources incl. NCBI
NCBITaxon:1262732	2026-09-12	attested rule: Bacillus cheonanensis, 3 sources incl. NCBI
NCBITaxon:1267444	2026-09-12	attested rule: Mucilaginibacter koreensis, 3 sources incl. NCBI
NCBITaxon:1267896	2026-09-12	attested rule: Vibrio mimicus ATCC 33654, 3 sources incl. NCBI
NCBITaxon:1270212	2026-09-12	attested rule: Hymenobacter arcticus, 3 sources incl. NCBI
NCBITaxon:1278057	2026-09-12	attested rule: Hymenobacter marinus, 3 sources incl. NCBI
NCBITaxon:1278300	2026-09-12	attested rule: Mesomycoplasma moatsii ATCC 27625, 3 sources incl. NCBI
NCBITaxon:1278303	2026-09-12	attested rule: Psychromonas macrocephali ATCC BAA-1527, 3 sources incl. NCBI
NCBITaxon:1278310	2026-09-12	attested rule: Amphritea balenae ATCC BAA-1529, 3 sources incl. NCBI
NCBITaxon:1279017	2026-09-12	attested rule: Microbulbifer variabilis ATCC 700307, 3 sources incl. NCBI
NCBITaxon:1280844	2026-09-12	attested rule: Cloacibacterium haliotis, 3 sources incl. NCBI
NCBITaxon:1282439	2026-09-12	attested rule: Paracoccus communis, 3 sources incl. NCBI
NCBITaxon:1288619	2026-09-12	attested rule: Mycetocola sp. CPCC 203514, 3 sources incl. NCBI
NCBITaxon:1289106	2026-09-12	attested rule: Sinibacillus soli, 3 sources incl. NCBI
NCBITaxon:1291051	2026-09-12	attested rule: Mediterraneibacter glycyrrhizinilyticus JCM 13369, 3 sources incl. NCBI
NCBITaxon:1293043	2026-09-12	attested rule: Vulcanisaeta distributa JCM 11216, 3 sources incl. NCBI
NCBITaxon:1293044	2026-09-12	attested rule: Vulcanisaeta distributa JCM 11217, 3 sources incl. NCBI
NCBITaxon:1293589	2026-09-12	attested rule: Thermus sp. JCM 17653, 3 sources incl. NCBI
NCBITaxon:1294048	2026-09-12	attested rule: Psychroglaciecola arctica, 3 sources incl. NCBI
NCBITaxon:1294261	2026-09-12	attested rule: Methylomonas koyamae JCM 16701, 3 sources incl. NCBI
NCBITaxon:1294290	2026-09-12	attested rule: Christiangramia oceani, 3 sources incl. NCBI
NCBITaxon:1294291	2026-09-12	attested rule: Christiangramia planctonica, 3 sources incl. NCBI
NCBITaxon:1294293	2026-09-12	attested rule: Luteimonas pelagia, 3 sources incl. NCBI
NCBITaxon:1295005	2026-09-12	attested rule: Actibacter haliotis, 3 sources incl. NCBI
NCBITaxon:1295125	2026-09-12	attested rule: Thermococcus sp. JCM 11816, 3 sources incl. NCBI
NCBITaxon:1295131	2026-09-12	attested rule: Pseudomonas putida JCM 9802, 3 sources incl. NCBI
NCBITaxon:1295366	2026-09-12	attested rule: Pseudaminobacter soli (ex Li et al. 2025), 3 sources incl. NCBI
NCBITaxon:1295370	2026-09-12	attested rule: Vulcanisaeta sp. JCM 14467, 3 sources incl. NCBI
NCBITaxon:1295371	2026-09-12	attested rule: Vulcanisaeta sp. JCM 16159, 3 sources incl. NCBI
NCBITaxon:1298600	2026-09-12	attested rule: Vibrio sp. JCM 18905, 3 sources incl. NCBI
NCBITaxon:1298601	2026-09-12	attested rule: Paenibacillus sp. JCM 9795, 3 sources incl. NCBI
NCBITaxon:1298607	2026-09-12	attested rule: Psychrobacter sp. JCM 18902, 3 sources incl. NCBI
NCBITaxon:1298608	2026-09-12	attested rule: Psychrobacter sp. JCM 18900, 3 sources incl. NCBI
NCBITaxon:1298609	2026-09-12	attested rule: Psychrobacter sp. JCM 18901, 3 sources incl. NCBI
NCBITaxon:1298610	2026-09-12	attested rule: Psychrobacter sp. JCM 18903, 3 sources incl. NCBI
NCBITaxon:1298611	2026-09-12	attested rule: Rhodococcus sp. JCM 9791, 3 sources incl. NCBI
NCBITaxon:1298615	2026-09-12	attested rule: Rhodococcus erythropolis JCM 9803, 3 sources incl. NCBI
NCBITaxon:1298616	2026-09-12	attested rule: Rhodococcus erythropolis JCM 9805, 3 sources incl. NCBI
NCBITaxon:1298930	2026-09-12	attested rule: Streptomyces sp. NRRL 2288, 3 sources incl. NCBI
NCBITaxon:1300045	2026-09-12	attested rule: Bradyrhizobium americanum, 3 sources incl. NCBI
NCBITaxon:1300283	2026-09-12	attested rule: Mesorhizobium waitakense, 3 sources incl. NCBI
NCBITaxon:1302251	2026-09-12	attested rule: Rhodococcus erythropolis JCM 9804, 3 sources incl. NCBI
NCBITaxon:1303477	2026-09-12	attested rule: Daejeonella huanghensis, 3 sources incl. NCBI
NCBITaxon:1303478	2026-09-12	attested rule: Pedobacter glacialis, 3 sources incl. NCBI
NCBITaxon:1305695	2026-09-12	attested rule: Chitinophaga taiwanensis, 3 sources incl. NCBI
NCBITaxon:1305696	2026-09-12	attested rule: Novosphingobium arabidopsis, 3 sources incl. NCBI
NCBITaxon:1305840	2026-09-12	attested rule: Psychromonas kaikoae ATCC BAA-353, 3 sources incl. NCBI
NCBITaxon:1305867	2026-09-12	attested rule: Cellulomonas persica JCM 18111, 3 sources incl. NCBI
NCBITaxon:1306178	2026-09-12	attested rule: Streptomyces antibioticus JCM 4620, 3 sources incl. NCBI
NCBITaxon:1306932	2026-09-12	attested rule: Desertibacter xinjiangensis, 3 sources incl. NCBI
NCBITaxon:1307136	2026-09-12	attested rule: Aestuariihabitans beolgyonensis, 3 sources incl. NCBI
NCBITaxon:1307447	2026-09-12	attested rule: Catenuloplanes japonicus JCM 9106, 3 sources incl. NCBI
NCBITaxon:1307923	2026-09-12	attested rule: Ameyamaea chiangmaiensis NBRC 103196, 3 sources incl. NCBI
NCBITaxon:1307925	2026-09-12	attested rule: Asaia krungthepensis NRIC 0535, 3 sources incl. NCBI
NCBITaxon:1307926	2026-09-12	attested rule: Asaia lannensis NBRC 102526, 3 sources incl. NCBI
NCBITaxon:1307928	2026-09-12	attested rule: Asaia spathodeae NBRC 105894, 3 sources incl. NCBI
NCBITaxon:1307930	2026-09-12	attested rule: Neoasaia chiangmaiensis NBRC 101099, 3 sources incl. NCBI
NCBITaxon:1307931	2026-09-12	attested rule: Swaminathania salitolerans LMG 21291, 3 sources incl. NCBI
NCBITaxon:1307937	2026-09-12	attested rule: Komagataeibacter nataicola NRIC 0616, 3 sources incl. NCBI
NCBITaxon:1307941	2026-09-12	attested rule: Komagataeibacter saccharivorans NRIC 0614, 3 sources incl. NCBI
NCBITaxon:1307944	2026-09-12	attested rule: Gluconobacter albidus NBRC 3250, 3 sources incl. NCBI
NCBITaxon:1307947	2026-09-12	attested rule: Gluconobacter japonicus NBRC 3271, 3 sources incl. NCBI
NCBITaxon:1307948	2026-09-12	attested rule: Gluconobacter kanchanaburiensis NBRC 103587, 3 sources incl. NCBI
NCBITaxon:1307949	2026-09-12	attested rule: Gluconobacter kondonii NBRC 3266, 3 sources incl. NCBI
NCBITaxon:1315969	2026-09-12	attested rule: Gluconobacter oxydans NBRC 3293, 3 sources incl. NCBI
NCBITaxon:1323431	2026-09-12	attested rule: Parablastomonas arctica, 3 sources incl. NCBI
NCBITaxon:1323990	2026-09-12	attested rule: Spodiobacter cordis, 3 sources incl. NCBI
NCBITaxon:1326083	2026-09-12	attested rule: Mesorhizobium acaciae, 3 sources incl. NCBI
NCBITaxon:1330025	2026-09-12	attested rule: Phaeobacterium nitratireducens, 3 sources incl. NCBI
NCBITaxon:1331007	2026-09-12	attested rule: Agarivorans albus MKT 106, 3 sources incl. NCBI
NCBITaxon:1332263	2026-09-12	attested rule: Simplicispira piscis, 3 sources incl. NCBI
NCBITaxon:1332658	2026-09-12	attested rule: Pacificibacter aestuarii, 3 sources incl. NCBI
NCBITaxon:1334036	2026-09-12	attested rule: Jeotgalibacillus sp. SCSIO 04151, 3 sources incl. NCBI
NCBITaxon:1334040	2026-09-12	attested rule: Paenibacillus sp. SCSIO 04123, 3 sources incl. NCBI
NCBITaxon:1334041	2026-09-12	attested rule: Paenibacillus sp. SCSIO 04534, 3 sources incl. NCBI
NCBITaxon:1334106	2026-09-12	attested rule: Phyllobacterium loti, 3 sources incl. NCBI
NCBITaxon:1334262	2026-09-12	attested rule: Halorubrum gandharaense, 3 sources incl. NCBI
NCBITaxon:1335065	2026-09-12	attested rule: Clostridium huakuii, 3 sources incl. NCBI
NCBITaxon:1336239	2026-09-12	attested rule: Spiroplasma lampyridicola ATCC 43206, 3 sources incl. NCBI
NCBITaxon:1337860	2026-09-12	attested rule: Virgibacillus ainsalahensis, 3 sources incl. NCBI
NCBITaxon:1337893	2026-09-12	attested rule: Streptomyces bernensis, 3 sources incl. NCBI
NCBITaxon:1338429	2026-09-12	attested rule: Pedobacter bambusae, 3 sources incl. NCBI
NCBITaxon:1338430	2026-09-12	attested rule: Pedobacter seoulensis, 3 sources incl. NCBI
NCBITaxon:1340529	2026-09-12	attested rule: Photobacterium panuliri, 3 sources incl. NCBI
NCBITaxon:1342725	2026-09-12	attested rule: Phocaeicola coprophilus JCM 13816, 3 sources incl. NCBI
NCBITaxon:1342726	2026-09-12	attested rule: Phocaeicola coprophilus JCM 13817, 3 sources incl. NCBI
NCBITaxon:1346888	2026-09-12	attested rule: Rhodoligotrophos jinshengii, 3 sources incl. NCBI
NCBITaxon:1348248	2026-09-12	attested rule: Siansivirga jejuensis, 3 sources incl. NCBI
NCBITaxon:1348470	2026-09-12	attested rule: Asprobacter aquaticus, 3 sources incl. NCBI
NCBITaxon:1348471	2026-09-12	attested rule: Hymenobacter ruber, 3 sources incl. NCBI
NCBITaxon:1350398	2026-09-12	attested rule: Formosa arctica, 3 sources incl. NCBI
NCBITaxon:1351587	2026-09-12	attested rule: Paenibacillus sp. DSM 27214, 3 sources incl. NCBI
NCBITaxon:1351588	2026-09-12	attested rule: Microbacterium sp. DSM 27211, 3 sources incl. NCBI
NCBITaxon:1354257	2026-09-12	attested rule: Cedecea lapagei ATCC 33432, 3 sources incl. NCBI
NCBITaxon:1354731	2026-09-12	attested rule: Colwellia meonggei, 3 sources incl. NCBI
NCBITaxon:1365493	2026-09-12	attested rule: Nocardiopsis nanhaiensis, 3 sources incl. NCBI
NCBITaxon:1367864	2026-09-12	attested rule: Aestuariibaculum scopimerae, 3 sources incl. NCBI
NCBITaxon:1368237	2026-09-12	attested rule: Reyranella graminifolii, 3 sources incl. NCBI
NCBITaxon:1380048	2026-09-12	attested rule: Ferruginibacter profundus, 3 sources incl. NCBI
NCBITaxon:1385939	2026-09-12	attested rule: Bifidobacterium breve JCM 7017, 3 sources incl. NCBI
NCBITaxon:1390224	2026-09-12	attested rule: Thalassotalea fusca, 3 sources incl. NCBI
NCBITaxon:1390358	2026-09-12	attested rule: Lysobacter terrae, 3 sources incl. NCBI
NCBITaxon:1392839	2026-09-12	attested rule: Bordetella trematum CCUG 13902, 3 sources incl. NCBI
NCBITaxon:1392876	2026-09-12	attested rule: Ornithinibacillus heyuanensis, 3 sources incl. NCBI
NCBITaxon:1393046	2026-09-12	attested rule: Chryseobacterium solani, 3 sources incl. NCBI
NCBITaxon:1393054	2026-09-12	attested rule: Rhodanobacter koreensis, 3 sources incl. NCBI
NCBITaxon:1395169	2026-09-12	attested rule: Salinarchaeum chitinilyticum, 3 sources incl. NCBI
NCBITaxon:1395940	2026-09-12	attested rule: Rhizobacter bergeniae, 3 sources incl. NCBI
NCBITaxon:1395957	2026-09-12	attested rule: Sphingobium endophyticum, 3 sources incl. NCBI
NCBITaxon:1397109	2026-09-12	attested rule: Eionea flava, 3 sources incl. NCBI
NCBITaxon:1397110	2026-09-12	attested rule: Granulosicoccus marinus, 3 sources incl. NCBI
NCBITaxon:1397139	2026-09-12	attested rule: Streptomyces sp. UTMC 2189, 3 sources incl. NCBI
NCBITaxon:1397265	2026-09-12	attested rule: Citreitalea marina, 3 sources incl. NCBI
NCBITaxon:1400980	2026-09-12	attested rule: Pontibacter yuliensis, 3 sources incl. NCBI
NCBITaxon:1406880	2026-09-12	attested rule: Rhodovulum mangrovi, 3 sources incl. NCBI
NCBITaxon:1408155	2026-09-12	attested rule: Hoppeia youngheungensis, 3 sources incl. NCBI
NCBITaxon:1410329	2026-09-12	attested rule: Alkalispirochaeta cellulosivorans, 3 sources incl. NCBI
NCBITaxon:1410330	2026-09-12	attested rule: Rhodoplanes oryzae, 3 sources incl. NCBI
NCBITaxon:1411150	2026-09-12	attested rule: Sphaerochaeta sp. DSM 26296, 3 sources incl. NCBI
NCBITaxon:1412147	2026-09-12	attested rule: Aquibacillus salifodinae, 3 sources incl. NCBI
NCBITaxon:1417658	2026-09-12	attested rule: Aquimarina versatilis, 3 sources incl. NCBI
NCBITaxon:1417659	2026-09-12	attested rule: Aquimarina seongsanensis, 3 sources incl. NCBI
NCBITaxon:1417661	2026-09-12	attested rule: Croceitalea litorea, 3 sources incl. NCBI
NCBITaxon:1417663	2026-09-12	attested rule: Maribacter pelagius, 3 sources incl. NCBI
NCBITaxon:1417747	2026-09-12	attested rule: Lentibacillus garicola, 3 sources incl. NCBI
NCBITaxon:1423686	2026-09-12	attested rule: Bacillus tequilensis KCTC 13622, 3 sources incl. NCBI
NCBITaxon:1425361	2026-09-12	attested rule: Gracilibacillus eburneus, 3 sources incl. NCBI
NCBITaxon:1427374	2026-09-12	attested rule: Streptococcus agalactiae CNCTC 10/84, 3 sources incl. NCBI
NCBITaxon:1428345	2026-09-12	attested rule: Falsiroseomonas wooponensis, 3 sources incl. NCBI
NCBITaxon:1429072	2026-09-12	attested rule: Nocardia rayongensis, 3 sources incl. NCBI
NCBITaxon:1433257	2026-09-12	attested rule: Flavobacterium fluminis, 3 sources incl. NCBI
NCBITaxon:1433418	2026-09-12	attested rule: Streptoverticillium verticillium subsp. quintum, 3 sources incl. NCBI
NCBITaxon:1433535	2026-09-12	attested rule: Draconibacterium filum, 3 sources incl. NCBI
NCBITaxon:1433543	2026-09-12	attested rule: Calculibacillus koreensis, 3 sources incl. NCBI
NCBITaxon:1433544	2026-09-12	attested rule: Acinetobacter refrigeratoris, 3 sources incl. NCBI
NCBITaxon:1439717	2026-09-12	attested rule: Advenella kashmirensis subsp. methylica, 3 sources incl. NCBI
NCBITaxon:1440764	2026-09-12	attested rule: Thermomonas brevis DSM 15422, 3 sources incl. NCBI
NCBITaxon:1440765	2026-09-12	attested rule: Xanthomonas hyacinthi DSM 19077, 3 sources incl. NCBI
NCBITaxon:1441625	2026-09-12	attested rule: Hymenobacter terrae, 3 sources incl. NCBI
NCBITaxon:1444682	2026-09-12	attested rule: Legionella thermalis, 3 sources incl. NCBI
NCBITaxon:1445030	2026-09-12	attested rule: Lysobacter caeni, 3 sources incl. NCBI
NCBITaxon:1445505	2026-09-12	attested rule: Gynuella sunshinyii, 3 sources incl. NCBI
NCBITaxon:1445971	2026-09-12	attested rule: Thermosporothrix narukonensis, 3 sources incl. NCBI
NCBITaxon:1446467	2026-09-12	attested rule: Hymenobacter swuensis, 3 sources incl. NCBI
NCBITaxon:1448272	2026-09-12	attested rule: Alteribacillus alkaliphilus, 3 sources incl. NCBI
NCBITaxon:1452538	2026-09-12	attested rule: Microbacterium aureliae, 3 sources incl. NCBI
NCBITaxon:1455570	2026-09-12	attested rule: Flavobacterium maotaiense, 3 sources incl. NCBI
NCBITaxon:1457543	2026-09-12	attested rule: Emticicia sediminis, 3 sources incl. NCBI
NCBITaxon:1459950	2026-09-12	attested rule: Streptomyces songpinggouensis, 3 sources incl. NCBI
NCBITaxon:1460632	2026-09-12	attested rule: Halomonas sp. JCM 19031, 3 sources incl. NCBI
NCBITaxon:1460633	2026-09-12	attested rule: Halomonas sp. JCM 19032, 3 sources incl. NCBI
NCBITaxon:1460634	2026-09-12	attested rule: Geomicrobium sp. JCM 19037, 3 sources incl. NCBI
NCBITaxon:1460635	2026-09-12	attested rule: Geomicrobium sp. JCM 19038, 3 sources incl. NCBI
NCBITaxon:1460636	2026-09-12	attested rule: Geomicrobium sp. JCM 19039, 3 sources incl. NCBI
NCBITaxon:1460637	2026-09-12	attested rule: Bacillus sp. JCM 19041, 3 sources incl. NCBI
NCBITaxon:1460638	2026-09-12	attested rule: Halolactibacillus sp. JCM 19043, 3 sources incl. NCBI
NCBITaxon:1460639	2026-09-12	attested rule: Bacillus sp. JCM 19045, 3 sources incl. NCBI
NCBITaxon:1460640	2026-09-12	attested rule: Bacillus sp. JCM 19046, 3 sources incl. NCBI
NCBITaxon:1460641	2026-09-12	attested rule: Bacillus sp. JCM 19047, 3 sources incl. NCBI
NCBITaxon:1460642	2026-09-12	attested rule: Enterovibrio sp. JCM 19048, 3 sources incl. NCBI
NCBITaxon:1460644	2026-09-12	attested rule: Photobacterium sp. JCM 19050, 3 sources incl. NCBI
NCBITaxon:1460647	2026-09-12	attested rule: Vibrio sp. JCM 19052, 3 sources incl. NCBI
NCBITaxon:1460649	2026-09-12	attested rule: Geomicrobium sp. JCM 19055, 3 sources incl. NCBI
NCBITaxon:1460650	2026-09-12	attested rule: Bacillus sp. JCM 19056, 3 sources incl. NCBI
NCBITaxon:1460651	2026-09-12	attested rule: Shewanella sp. JCM 19057, 3 sources incl. NCBI
NCBITaxon:1461030	2026-09-12	attested rule: Propioniciclava sp. SCSIO 13291, 3 sources incl. NCBI
NCBITaxon:1462582	2026-09-12	attested rule: Brucella papionis, 3 sources incl. NCBI
NCBITaxon:1462995	2026-09-12	attested rule: Humibacter ginsengisoli, 3 sources incl. NCBI
NCBITaxon:1462997	2026-09-12	attested rule: Paenibacillus ginsengiterrae, 3 sources incl. NCBI
NCBITaxon:1465616	2026-09-12	attested rule: Spirosoma arcticum, 3 sources incl. NCBI
NCBITaxon:1468590	2026-09-12	attested rule: Nocardioides montaniterrae, 3 sources incl. NCBI
NCBITaxon:1470156	2026-09-12	attested rule: Pontibacter humi, 3 sources incl. NCBI
NCBITaxon:1470354	2026-09-12	attested rule: Candidatus Soleaferrea massiliensis, 3 sources incl. NCBI
NCBITaxon:1470387	2026-09-12	attested rule: Streptomyces sp. DSM 42119, 3 sources incl. NCBI
NCBITaxon:1470809	2026-09-12	attested rule: Serinibacter tropicus, 3 sources incl. NCBI
NCBITaxon:1472866	2026-09-12	attested rule: Mucilaginibacter fluminis, 3 sources incl. NCBI
NCBITaxon:1473572	2026-09-12	attested rule: Paenibacillus populi, 3 sources incl. NCBI
NCBITaxon:1475022	2026-09-12	attested rule: Paenibacillus susongensis, 3 sources incl. NCBI
NCBITaxon:1479757	2026-09-12	attested rule: Flavimarina pacifica, 3 sources incl. NCBI
NCBITaxon:1481926	2026-09-12	attested rule: Vibrio sp. JCM 19236, 3 sources incl. NCBI
NCBITaxon:1481928	2026-09-12	attested rule: Bacillus sp. JCM 19034, 3 sources incl. NCBI
NCBITaxon:1481929	2026-09-12	attested rule: Bacillus sp. JCM 19059, 3 sources incl. NCBI
NCBITaxon:1481931	2026-09-12	attested rule: Vibrio sp. JCM 19061, 3 sources incl. NCBI
NCBITaxon:1481933	2026-09-12	attested rule: Vibrio sp. JCM 19064, 3 sources incl. NCBI
NCBITaxon:1481934	2026-09-12	attested rule: Vibrio sp. JCM 19063, 3 sources incl. NCBI
NCBITaxon:1484432	2026-09-12	attested rule: Algibacter psychrophilus, 3 sources incl. NCBI
NCBITaxon:1490292	2026-09-12	attested rule: Nonomuraea thermotolerans, 3 sources incl. NCBI
NCBITaxon:1495146	2026-09-12	attested rule: Frondibacter aureus, 3 sources incl. NCBI
NCBITaxon:1496044	2026-09-12	attested rule: Cytobacillus formosensis, 3 sources incl. NCBI
NCBITaxon:1497618	2026-09-12	attested rule: Bradyrhizobium ingae, 3 sources incl. NCBI
NCBITaxon:1500966	2026-09-12	attested rule: Pseudomonas populi, 3 sources incl. NCBI
NCBITaxon:1501351	2026-09-12	attested rule: Microbacterium populi, 3 sources incl. NCBI
NCBITaxon:1501356	2026-09-12	attested rule: Parasphingorhabdus pacifica, 3 sources incl. NCBI
NCBITaxon:1502297	2026-09-12	attested rule: Zunongwangia atlantica, 3 sources incl. NCBI
NCBITaxon:1503749	2026-09-12	attested rule: Parasegetibacter terrae, 3 sources incl. NCBI
NCBITaxon:1506604	2026-09-12	attested rule: Pedobacter ardleyensis, 3 sources incl. NCBI
NCBITaxon:1507286	2026-09-12	attested rule: Terrimonas arctica, 3 sources incl. NCBI
NCBITaxon:1509241	2026-09-12	attested rule: Brenneria roseae, 3 sources incl. NCBI
NCBITaxon:1510164	2026-09-12	attested rule: Paenibacillus panaciterrae, 3 sources incl. NCBI
NCBITaxon:1510192	2026-09-12	attested rule: Flavobacterium shanxiense, 3 sources incl. NCBI
NCBITaxon:1510456	2026-09-12	attested rule: Shimia aquaeponti, 3 sources incl. NCBI
NCBITaxon:1513379	2026-09-12	attested rule: Arthrobacter sp. JSM 2215039, 3 sources incl. NCBI
NCBITaxon:1513392	2026-09-12	attested rule: Deinococcus sp. JSM 2215060, 3 sources incl. NCBI
NCBITaxon:1514933	2026-09-12	attested rule: Streptomyces sp. UTMC 2148, 3 sources incl. NCBI
NCBITaxon:1516120	2026-09-12	attested rule: Tropicihabitans flavus, 3 sources incl. NCBI
NCBITaxon:1517558	2026-09-12	attested rule: Halomonas sediminicola, 3 sources incl. NCBI
NCBITaxon:1517559	2026-09-12	attested rule: Halobacillus sediminis, 3 sources incl. NCBI
NCBITaxon:1517560	2026-09-12	attested rule: Halobacillus salicampi, 3 sources incl. NCBI
